medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
"Ontipria 18 mikrogrami inhalācijas pulveris, cietās kapsulas",21-0019,"Inhalācijas pulveris, cietā kapsula",Tiotropium,Nē,Nē,,,,,,,
Eklira Genuair,EU/1/12/778/001,Inhalācijas pulveris,Aclidinii bromidum,Nē,Nē,,,,,,,
Eklira Genuair,EU/1/12/778/002,Inhalācijas pulveris,Aclidinii bromidum,Nē,Nē,,,,,,,
Eklira Genuair,EU/1/12/778/003,Inhalācijas pulveris,Aclidinii bromidum,Nē,Nē,,,,,,,
Bretaris Genuair,EU/1/12/781/001,Inhalācijas pulveris,Aclidinii bromidum,Nē,Nē,,,,,,,
Bretaris Genuair,EU/1/12/781/002,Inhalācijas pulveris,Aclidinii bromidum,Nē,Nē,,,,,,,
Bretaris Genuair,EU/1/12/781/003,Inhalācijas pulveris,Aclidinii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/001,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/002,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/003,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/004,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/005,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/006,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/007,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Seebri Breezhaler,EU/1/12/788/008,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/001,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/002,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/003,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/004,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/005,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/006,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/007,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Enurev Breezhaler,EU/1/12/789/008,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/001,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/002,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/003,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/004,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/005,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/006,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/007,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Tovanor Breezhaler,EU/1/12/790/008,"Inhalācijas pulveris, cietā kapsula",Glycopyrronii bromidum,Nē,Nē,,,,,,,
Incruse Ellipta,EU/1/14/922/001,"Inhalācijas pulveris, dozēts",Umeclidinii bromidum,Nē,Nē,,,,,,,
Incruse Ellipta,EU/1/14/922/002,"Inhalācijas pulveris, dozēts",Umeclidinii bromidum,Nē,Nē,,,,,,,
Incruse Ellipta,EU/1/14/922/003,"Inhalācijas pulveris, dozēts",Umeclidinii bromidum,Nē,Nē,,,,,,,
Rolufta Ellipta,EU/1/17/1174/001,"Inhalācijas pulveris, dozēts",Umeclidinii bromidum,Nē,Nē,,,,,,,
Rolufta Ellipta,EU/1/17/1174/002,"Inhalācijas pulveris, dozēts",Umeclidinii bromidum,Nē,Nē,,,,,,,
Rolufta Ellipta,EU/1/17/1174/003,"Inhalācijas pulveris, dozēts",Umeclidinii bromidum,Nē,Nē,,,,,,,
Teotard 200 mg ilgstošās darbības cietās kapsulas,00-0664,"Ilgstošās darbības kapsula, cietā",Theophyllinum,Nē,Nē,,,,,,,
Teotard 350 mg ilgstošās darbības cietās kapsulas,00-0665,"Ilgstošās darbības kapsula, cietā",Theophyllinum,Nē,Nē,,,,,,,
Singulair mini 4 mg granulas,02-0351,Granulas,Montelukastum,Nē,Nē,,,,,,,
Monkasta 10 mg apvalkotās tabletes,10-0473,Apvalkotā tablete,Montelukastum,Nē,Nē,,,,,,,
Monkasta 4 mg košļājamās tabletes,10-0474,Košļājamā tablete,Montelukastum,Nē,Nē,,,,,,,
Monkasta 5 mg košļājamās tabletes,10-0475,Košļājamā tablete,Montelukastum,Nē,Nē,,,,,,,
Eifilīns 150 mg tabletes,98-0353,Tablete,Aminophyllinum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/001,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/002,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/003,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/004,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/005,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/006,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/007,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Daxas,EU/1/10/636/008,Apvalkotā tablete,Roflumilastum,Nē,Nē,,,,,,,
Teotard 350 mg ilgstošās darbības kapsulas,I001308,Ilgstošās darbības kapsula,Theophyllinum,Nē,Nē,,,,,,,
Teotard 350 mg ilgstošās darbības kapsulas,I001330,Ilgstošās darbības kapsula,Theophyllinum,Nē,Nē,,,,,,,
Monkasta 10 mg apvalkotās tabletes,I001411,Apvalkotā tablete,Montelukastum,Nē,Nē,,,,,,,
Teotard 350 mg ilgstošās darbības kapsulas,I001503,Ilgstošās darbības kapsula,Theophyllinum,Nē,Nē,,,,,,,
Teotard 200 mg ilgstošās darbības kapsulas,I001504,Ilgstošās darbības kapsula,Theophyllinum,Nē,Nē,,,,,,,
Bromhexin Sopharma 4 mg/5 ml sīrups,00-0092,Sīrups,Bromhexini hydrochloridum,Nē,Nē,,,,,,,
ACC 100 mg pulveris iekšķīgi lietojama šķīduma pagatavošanai,00-0284,Pulveris iekšķīgi lietojama šķīduma pagatavošanai,Acetylcysteinum,Nē,Nē,,,,,,,
ACC 200 mg pulveris iekšķīgi lietojama šķīduma pagatavošanai,00-0285,Pulveris iekšķīgi lietojama šķīduma pagatavošanai,Acetylcysteinum,Nē,Nē,,,,,,,
ACC 200 mg putojošās tabletes,00-0515,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
ACC Hot 200 mg pulveris iekšķīgi lietojama šķīduma pagatavošanai,00-1091,Pulveris iekšķīgi lietojama šķīduma pagatavošanai,Acetylcysteinum,Nē,Nē,,,,,,,
Halixol 30 mg tabletes,01-0046,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Ambroksol 30 mg tabletes,04-0044,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Ambroxol-BCPP 30 mg tabletes,05-0159,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Flavamed 30 mg tabletes,07-0280,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Flavamed 60 mg putojošās tabletes,10-0209,Putojošā tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Bromhexin Sopharma 8 mg tabletes,10-0573,Tablete,Bromhexini hydrochloridum,Nē,Nē,,,,,,,
Flavamed 30 mg/5 ml šķīdums iekšķīgai lietošanai,12-0239,Šķīdums iekšķīgai lietošanai,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Flavamed bērniem 15 mg/5 ml šķīdums iekšķīgai lietošanai,13-0158,Šķīdums iekšķīgai lietošanai,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Ambrolytin 15 mg/5 ml sīrups,14-0180,Sīrups,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Expexin 200 mg/15 ml sīrups,14-0187,Sīrups,Guaifenesinum,Nē,Nē,,,,,,,
Acetylcysteine Olainfarm 200 mg pulveris iekšķīgi lietojama šķīduma pagatavošanai,19-0026,Pulveris iekšķīgi lietojama šķīduma pagatavošanai,Acetylcysteinum,Nē,Nē,,,,,,,
Ambrolytin 30 mg/5 ml sīrups,20-0113,Sīrups,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Mukonex 3 mg/ml sīrups,20-0158,Sīrups,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Ambrolytin 30 mg tabletes,21-0047,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Wintrozen 600 mg putojošās tabletes,21-0133,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
Brontex 60 mg putojošās tabletes,22-0149,Putojošā tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Acetylcysteine Sandoz 20 mg/ml šķīdums iekšķīgai lietošanai,22-0161,Šķīdums iekšķīgai lietošanai,Acetylcysteinum,Nē,Nē,,,,,,,
Acetylcysteine Sandoz 600 mg pulveris iekšķīgi lietojama šķīduma pagatavošanai,22-0181,Pulveris iekšķīgi lietojama šķīduma pagatavošanai,Acetylcysteinum,Nē,Nē,,,,,,,
Acetylcysteine Sandoz 100 mg putojošās tabletes,23-0077,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
Acetylcysteine Sandoz 200 mg putojošās tabletes,23-0078,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
Acetylcysteine Sandoz 600 mg putojošās tabletes,23-0079,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
ACC 100 mg putojošās tabletes,95-0006,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
ACC Long 600 mg putojošās tabletes,95-0007,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
Bromhexine-Grindeks 4 mg/5 ml sīrups,95-0038,Sīrups,Bromhexini hydrochloridum,Nē,Nē,,,,,,,
Bromhexine-Grindeks 4 mg tabletes,98-0366,Tablete,Bromhexini hydrochloridum,Nē,Nē,,,,,,,
Bromhexine-Grindeks 8 mg tabletes,98-0367,Tablete,Bromhexini hydrochloridum,Nē,Nē,,,,,,,
Fluditec 20 mg/ml sīrups,98-0571,Sīrups,Carbocisteinum,Nē,Nē,,,,,,,
Fluditec 50 mg/ml sīrups,98-0572,Sīrups,Carbocisteinum,Nē,Nē,,,,,,,
Ambrosan 30 mg tabletes,98-0701,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Brontex 30 mg tabletes,99-0111,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
Brontex 3 mg/ml sīrups,99-0112,Sīrups,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
"Pulmozyme 2500 V/2,5 ml šķīdums izsmidzināšanai",99-0403,Šķīdums izsmidzināšanai,Dornasum alfa,Nē,Nē,,,,,,,
Ambrolan 30 mg tabletes,99-0412,Tablete,Ambroxoli hydrochloridum,Nē,Nē,,,,,,,
ACC Long 600 mg putojošās tabletes,I000689,Putojošā tablete,Acetylcysteinum,Nē,Nē,,,,,,,
Atusin 15 mg/100 mg tabletes,01-0085,Tablete,"Dextromethorphani hydrobromidum, Acidum ascorbicum",Nē,Nē,,,,,,,
"Dinarex 1,5 mg/ml sīrups",19-0195,Sīrups,Dextromethorphani hydrobromidum,Nē,Nē,,,,,,,
"Parmenol 1,5 mg/ml šķīdums iekšķīgai lietošanai",22-0129,Šķīdums iekšķīgai lietošanai,Butamirati citras,Nē,Nē,,,,,,,
Stoptussin 4 mg/100 mg tabletes,01-0048,Tablete,"Butamirati dihydrogenocitras, Guaifenesinum",Nē,Nē,,,,,,,
Triflunex 500 mg/200 mg/10 mg pulveris iekšķīgi lietojama šķīduma pagatavošanai,14-0198,Pulveris iekšķīgi lietojama šķīduma pagatavošanai,"Paracetamolum, Guaifenesinum, Phenylephrini hydrochloridum",Nē,Nē,,,,,,,
Kestine 10 mg apvalkotās tabletes,02-0115,Apvalkotā tablete,Ebastinum,Nē,Nē,,,,,,,
Bikarfen 50 mg tabletes,02-0340,Tablete,Sequifenadini hydrochloridum,Nē,Nē,,,,,,,
Loratin 10 mg tabletes,02-0348,Tablete,Loratadinum,Nē,Nē,,,,,,,
Aceterin 10 mg apvalkotās tabletes,03-0256,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Aceterin 10 mg apvalkotās tabletes,03-0257,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Fenkarol 50 mg tabletes,03-0293,Tablete,Quifenadini hydrochloridum,Nē,Nē,,,,,,,
Cetirizin Actavis 10 mg apvalkotās tabletes,03-0294,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Cetirizin Actavis 10 mg apvalkotās tabletes,03-0295,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Kestine 20 mg apvalkotās tabletes,04-0041,Apvalkotā tablete,Ebastinum,Nē,Nē,,,,,,,
Loracip 10 mg tabletes,04-0226,Tablete,Loratadinum,Nē,Nē,,,,,,,
Xyzal 5 mg apvalkotās tabletes,05-0407,Apvalkotā tablete,Levocetirizini dihydrochloridum,Nē,Nē,,,,,,,
"Xyzal 0,5 mg/ml šķīdums iekšķīgai lietošanai",06-0169,Šķīdums iekšķīgai lietošanai,Levocetirizini dihydrochloridum,Nē,Nē,,,,,,,
Rupafin 10 mg tabletes,07-0302,Tablete,Rupatadinum,Nē,Nē,,,,,,,
Cetrix 10 mg apvalkotās tabletes,10-0576,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Cetrix 10 mg apvalkotās tabletes,10-0577,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Opexa 20 mg tabletes,10-0602,Tablete,Bilastinum,Nē,Nē,,,,,,,
Rupafin 1 mg/ml šķīdums iekšķīgai lietošanai,12-0080,Šķīdums iekšķīgai lietošanai,Rupatadinum,Nē,Nē,,,,,,,
"Desloratadine Sopharma 0,5 mg/ml šķīdums iekšķīgai lietošanai",15-0132,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Desloratadine Sopharma 5 mg apvalkotās tabletes,16-0008,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Alyr 10 mg apvalkotās tabletes,16-0125,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Opexa 10 mg mutē disperģējamās tabletes,17-0160,Mutē disperģējamā tablete,Bilastinum,Nē,Nē,,,,,,,
"Opexa 2,5 mg/ml šķīdums iekšķīgai lietošanai",17-0161,Šķīdums iekšķīgai lietošanai,Bilastinum,Nē,Nē,,,,,,,
Desloratadine Sopharma 5 mg apvalkotās tabletes,18-0151,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Bilastine Sandoz 20 mg tabletes,21-0114,Tablete,Bilastinum,Nē,Nē,,,,,,,
Opexa 20 mg tabletes,21-0176,Tablete,Bilastinum,Nē,Nē,,,,,,,
Bilastine Stada 20 mg tabletes,22-0086,Tablete,Bilastinum,Nē,Nē,,,,,,,
Loratadine Accord 10 mg tabletes,22-0147,Tablete,Loratadinum,Nē,Nē,,,,,,,
Xonvea 10 mg/10 mg zarnās šķīstošās tabletes,22-0169,Zarnās šķīstošā tablete,"Doxylamini hydrogenosuccinas, Pyridoxini hydrochloridum",Nē,Nē,,,,,,,
Opexa 20 mg mutē disperģējamās tabletes,23-0042,Mutē disperģējamā tablete,Bilastinum,Nē,Nē,,,,,,,
Xonvea 20 mg/20 mg modificētās darbības tabletes,23-0056,Modificētās darbības tablete,"Doxylamini hydrogenosuccinas, Pyridoxini hydrochloridum",Nē,Nē,,,,,,,
Cetirizine pxgpharma 10 mg apvalkotās tabletes,23-0175,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Tavegyl 1 mg tabletes,93-0425,Tablete,Clemastinum,Nē,Nē,,,,,,,
Fenkarol 10 mg tabletes,97-0628,Tablete,Quifenadini hydrochloridum,Nē,Nē,,,,,,,
Fenkarol 25 mg tabletes,97-0629,Tablete,Quifenadini hydrochloridum,Nē,Nē,,,,,,,
Claritine 10 mg tabletes,98-0216,Tablete,Loratadinum,Nē,Nē,,,,,,,
Zyrtec 10 mg apvalkotās tabletes,98-0688,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
"Zyrtec 10 mg/ml pilieni iekšķīgai lietošanai, šķīdums",98-0730,"Pilieni iekšķīgai lietošanai, šķīdums",Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Zyrtec 10 mg apvalkotās tabletes,98-0731,Apvalkotā tablete,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Zyrtec 1 mg/ml šķīdums iekšķīgai lietošanai,98-0791,Šķīdums iekšķīgai lietošanai,Cetirizini dihydrochloridum,Nē,Nē,,,,,,,
Kestine 10 mg apvalkotās tabletes,99-0237,Apvalkotā tablete,Ebastinum,Nē,Nē,,,,,,,
Suprastin 25 mg tabletes,99-0359,Tablete,Chloropyramini hydrochloridum,Nē,Nē,,,,,,,
Ketotifen Sopharma 1 mg tabletes,99-1009,Tablete,Ketotifenum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/001,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/002,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/003,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/004,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/005,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/006,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/007,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/008,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/009,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/010,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/011,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/012,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/013,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/035,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/036,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/037,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/038,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/039,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/040,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/041,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/042,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/043,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/044,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/045,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/046,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/047,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/048,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/049,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/050,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/051,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/052,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/053,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/054,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/055,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/056,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/057,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/058,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/059,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/060,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/061,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/062,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/063,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/064,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/065,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/066,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Azomyr,EU/1/00/157/067,Šķīdums iekšķīgai lietošanai,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/001,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/002,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/003,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/004,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/005,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/006,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/007,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/008,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/009,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/010,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/011,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/011-P01,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/011-P02,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/012,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/013,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/036,Apvalkotā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/037,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/038,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/039,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/040,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/041,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/042,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/043,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/044,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/045,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/046,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/047,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/048,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/049,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/050,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/051,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/052,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/053,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/054,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/055,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
Aerius,EU/1/00/160/056,Mutē disperģējamā tablete,Desloratadinum,Nē,Nē,,,,,,,
